Title,JobTitle(Grouped),Position,Company,Location,City,HiringStatus,Date,Num1,Time,Num2,Days,DateSince,DateSinceFormated,,1 day,
"Senior Business Analyst (MIS/Financial Reporting), Bucharest",Financial Analyst ,Senior,Luxoft,Bucharest Metropolitan Area,Bucharest ,Be an early applicant,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Junior Accountant,Accountant,Junior,Adecco,"Cluj-Napoca, Cluj, Romania",Cluj Napoca,Actively Hiring,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Senior Accountant,Accountant,Senior,Hipo.ro Jobs,"Curtea de Argeş, Argeş, Romania",Curtea de Argeş,Be an early applicant,4 weeks ago,4,week,7,28.00,45227.00,10/28/2023,,,
Marketing Assistant/Business Administrative,Marketing Assistant,Junior,Gilead Sciences,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
SAP Project Manager,Project Manager,Head,Gedeon Richter România S.A.,"Târgu Mureş, Mureş, Romania",Târgu Mureş,Be an early applicant,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
"Senior SAP FI Consultant - focus on statutory accounting, taxation, transfer pricing",Financial Consultant ,Senior,BearingPoint,Romania,Not specified,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
SAP FI/CO Consultant,Financial Consultant ,Not specified,JSS ASSOCIATES,"Bucharest, Romania",Bucharest,Be an early applicant,1 day ago,1,day,1,1.00,45254.00,11/24/2023,,,
Accounting Analyst (French),Accounting Analyst ,Not specified,Societe Generale,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Senior Auditor,Auditor,Senior,TPA Romania,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Accountant [F/M/X],Accountant ,Not specified,Mantu,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Financial Controlling Expert with French,Financial Controlling Expert ,Senior,Societe Generale,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,7 months ago,7,month,30,210.00,45045.00,4/29/2023,,,
Credit Analyst,Credit Analyst,Not specified,The Goodyear Tire & Rubber Company,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,1 week ago,1,week,7,7.00,45248.00,11/18/2023,,,
Client Advisor - Bucuresti,Client Advisor ,Not specified,OTP Bank Romania,"Bucharest, Romania",Bucharest,Actively Hiring,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Senior Accounting Consultant,Financial Consultant,Senior,EY,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Strategy & Forecasting Manager,Strategy and Forecasting Manager,Head,Garrett - Advancing Motion,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,2 months ago,2,month,30,60.00,45195.00,9/26/2023,,,
Senior Business Analyst,Financial Analyst,Senior,Luxoft,"Bucharest, Romania",Bucharest,Be an early applicant,3 weeks ago,3,week,7,21.00,45234.00,11/4/2023,,,
Global Lead Secretariat,Accountant,Head,LSEG (London Stock Exchange Group),"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Tech Business Relationship Manager,Relationship Manager,Head,Vodafone,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,6 months ago,6,month,30,180.00,45075.00,5/29/2023,,,
Finance Transportation Analyst,Finance Transportation Analyst,Not specified,Kellanova,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,2 days ago,2,day,1,2.00,45253.00,11/23/2023,,,
Product Marketing Manager,Product Marketing Manager,Head,Pearson,Romania,Not specified,Not specified,2 weeks ago,2,week,7,14.00,45241.00,11/11/2023,,,
Sef Proiect Performanta Financiara,Project Manager,Head,Hipo.ro Jobs,"Mioveni, Argeş, Romania",Mioveni,Be an early applicant,1 month ago,1,month,30,30.00,45225.00,10/26/2023,,,
Cash Application Analyst,Cash Application Analyst,Not specified,BAT,"Bucharest, Bucharest, Romania",Bucharest,Be an early applicant,3 days ago,3,day,1,3.00,45252.00,11/22/2023,,,
Profitability Sales Analyst & BI Specialist,Financial Consultant,Senior,Danone,"Bucharest, Bucharest, Romania",Bucharest,Actively Hiring,2 months ago,2,month,30,60.00,45195.00,9/26/2023,,,
